"","date","open","high","low","close","volume","adjusted"
"35",2018-02-21,271.899994,274.720001,269.940002,270.049988,98883700,263.853851
"36",2018-02-22,271.100006,273.049988,269.640015,270.399994,110511300,264.195831
"37",2018-02-23,271.790009,274.709991,271.25,274.709991,92766400,268.406952
"38",2018-02-26,275.929993,278.01001,275.26001,277.899994,86491400,271.523773
"39",2018-02-27,278.109985,278.920013,274.359985,274.429993,99099200,268.133362
"40",2018-02-28,275.679993,276.190002,271.290009,271.649994,121907800,265.417175
"41",2018-03-01,271.410004,273.170013,266,267.700012,176855100,261.5578
"42",2018-03-02,265.799988,269.720001,264.820007,269.079987,139083200,262.906128
"43",2018-03-05,267.730011,272.890015,267.609985,272.190002,97307400,265.944763
"44",2018-03-06,273.299988,273.390015,271.179993,272.880005,79213200,266.618958
"45",2018-03-07,270.420013,273.179993,270.200012,272.779999,87063500,266.521271
"46",2018-03-08,273.549988,274.23999,272.420013,274.100006,66901200,267.810974
"47",2018-03-09,275.700012,278.869995,275.339996,278.869995,113625300,272.471497
"48",2018-03-12,279.200012,279.910004,278.079987,278.519989,71924800,272.129547
"49",2018-03-13,279.839996,280.410004,276.029999,276.720001,91968900,270.37085
"50",2018-03-14,277.809998,278.019989,274.670013,275.299988,105895100,268.983398
"51",2018-03-15,275.880005,276.609985,274.429993,275,83433000,268.690277
"52",2018-03-16,274.5,275.390015,274.140015,274.200012,100343700,268.981689
"53",2018-03-19,273.350006,274.399994,268.619995,270.48999,109208400,265.342224
"54",2018-03-20,270.940002,271.670013,270.179993,270.950012,59757300,265.793518
"55",2018-03-21,270.899994,273.269989,270.190002,270.429993,78709600,265.283417
"56",2018-03-22,267.910004,268.869995,263.359985,263.670013,148785900,258.652069
"57",2018-03-23,264.170013,264.540009,257.829987,258.049988,183534800,253.138992
"58",2018-03-26,262.130005,265.429993,259.410004,265.109985,141956100,260.064667
"59",2018-03-27,266.170013,266.769989,258.839996,260.600006,129941400,255.640488
"60",2018-03-28,260.75,262.640015,258.579987,259.829987,146452300,254.885086
"61",2018-03-29,261.119995,265.26001,259.839996,263.149994,111601600,258.141937
"62",2018-04-02,262.549988,263.130005,254.669998,257.470001,186286300,252.570038
"63",2018-04-03,258.869995,261.309998,256.839996,260.769989,119956900,255.807266
"64",2018-04-04,256.75,264.359985,256.600006,263.559998,123715300,258.544128
"65",2018-04-05,265.549988,266.640015,264.320007,265.640015,82652600,260.584564
"66",2018-04-06,263.420013,265.109985,258,259.720001,179521200,254.777206
"67",2018-04-09,261.369995,264.839996,259.940002,261,105442900,256.032867
"68",2018-04-10,264.269989,266.040009,262.980011,265.149994,103529000,260.103882
"69",2018-04-11,263.470001,265.640015,263.390015,263.76001,91140200,258.740356
"70",2018-04-12,265.26001,267,265.059998,265.929993,68890500,260.869049
"71",2018-04-13,267.410004,267.540009,264.01001,265.149994,85079200,260.103882
"72",2018-04-16,267,268.200012,266.070007,267.329987,63405300,262.242371
"73",2018-04-17,269.329987,270.869995,268.75,270.190002,64682000,265.047974
"74",2018-04-18,270.690002,271.299988,269.869995,270.390015,57303900,265.244171
"75",2018-04-19,269.649994,269.880005,267.720001,268.890015,77655900,263.772736
"76",2018-04-20,268.809998,269.059998,265.609985,266.609985,99953100,261.536072
"77",2018-04-23,267.26001,267.890015,265.350006,266.570007,65558000,261.496857
"78",2018-04-24,267.730011,267.980011,261.279999,262.980011,112885500,257.975189
"79",2018-04-25,262.910004,264.130005,260.850006,263.630005,103840900,258.612793
"80",2018-04-26,264.790009,267.25,264.290009,266.309998,67731900,261.241821
"81",2018-04-27,267,267.339996,265.5,266.559998,57053600,261.48703
"82",2018-04-30,267.26001,267.890015,264.429993,264.51001,82182300,259.476074
"83",2018-05-01,263.869995,265.100006,262.109985,264.980011,74203400,259.937134
"84",2018-05-02,264.76001,265.679993,262.76001,263.200012,86368900,258.19101
"85",2018-05-03,262.26001,263.359985,259.049988,262.619995,136311500,257.622009
"86",2018-05-04,261.519989,266.790009,261.149994,266.019989,91222100,260.957336
"87",2018-05-07,266.890015,268.019989,266.109985,266.920013,55304900,261.84024
"88",2018-05-08,266.5,267.329987,265.149994,266.920013,67499200,261.84024
"89",2018-05-09,267.679993,269.869995,267.089996,269.5,59666100,264.371094
"90",2018-05-10,270.339996,272.390015,270.220001,272.019989,72063900,266.843109
"91",2018-05-11,272.160004,273.149994,271.579987,272.850006,59871500,267.657318
"92",2018-05-14,273.339996,274.079987,272.359985,272.980011,54790600,267.784882
"93",2018-05-15,271.589996,271.609985,270.029999,271.100006,87036100,265.940643
"94",2018-05-16,271.140015,272.76001,271.109985,272.23999,53942600,267.058899
"95",2018-05-17,271.940002,273.230011,271.130005,272.01001,56536400,266.833344
"96",2018-05-18,271.619995,272.029999,270.929993,271.329987,64368000,266.16626
"97",2018-05-21,273.01001,273.980011,272.570007,273.369995,58025900,268.167419
"98",2018-05-22,273.959991,274.25,272.23999,272.609985,52966400,267.421875
"99",2018-05-23,271.170013,273.390015,270.98999,273.359985,61021700,268.157623
"100",2018-05-24,272.910004,273.220001,270.779999,272.799988,76043800,267.608307
"101",2018-05-25,272.149994,272.859985,271.579987,272.149994,56374800,266.970673
"102",2018-05-29,270.309998,271.170013,267.76001,269.019989,115908600,263.900208
"103",2018-05-30,270.5,273.109985,270.420013,272.609985,69678400,267.421875
"104",2018-05-31,272.149994,272.48999,270.26001,270.940002,93519900,265.783661
"105",2018-06-01,272.410004,273.940002,272.329987,273.600006,71258400,268.393097
"106",2018-06-04,274.529999,275.190002,274.26001,274.899994,45385200,269.668335
"107",2018-06-05,275.049988,275.529999,274.179993,275.100006,51135000,269.864502
"108",2018-06-06,275.790009,277.519989,275.089996,277.399994,62732200,272.120758
"109",2018-06-07,277.950012,278.279999,276.339996,277.369995,72969400,272.091339
"110",2018-06-08,276.850006,278.25,276.660004,278.190002,72139700,272.895752
"111",2018-06-11,278.440002,279.369995,278.309998,278.559998,58892500,273.258667
"112",2018-06-12,279.029999,279.329987,278.190002,278.920013,72329000,273.611816
"113",2018-06-13,279.190002,279.480011,277.799988,278.029999,79070600,272.738739
"114",2018-06-14,279.01001,279.329987,278.059998,278.730011,77097600,273.425446
"115",2018-06-15,276.600006,277.51001,275.350006,277.130005,120041600,273.07663
"116",2018-06-18,275.48999,276.700012,274.950012,276.559998,52917600,272.514984
"117",2018-06-19,274,275.75,273.529999,275.5,97531500,271.470459
"118",2018-06-20,276.269989,276.720001,275.589996,275.970001,53785500,271.933594
"119",2018-06-21,275.959991,275.980011,273.679993,274.23999,71061400,270.228882
"120",2018-06-22,275.660004,275.790009,274.48999,274.73999,54898500,270.721588
"121",2018-06-25,273.440002,273.619995,269.100006,271,137854200,267.036285
"122",2018-06-26,271.640015,272.559998,270.790009,271.600006,68547400,267.627502
"123",2018-06-27,272.26001,273.869995,269.179993,269.350006,105110700,265.4104
"124",2018-06-28,269.290009,271.75,268.48999,270.890015,76650500,266.927887
"125",2018-06-29,272.119995,273.660004,271.149994,271.279999,97592500,267.312195
"126",2018-07-02,269.51001,272.040009,269.23999,271.859985,63554800,267.883698
"127",2018-07-03,272.869995,272.980011,270.420013,270.899994,42187100,266.937744
"128",2018-07-05,272.170013,273.179993,270.959991,273.109985,56925900,269.115387
"129",2018-07-06,273.140015,275.839996,272.709991,275.420013,66493700,271.391632
"130",2018-07-09,276.549988,277.959991,276.5,277.899994,50550400,273.835358
"131",2018-07-10,278.410004,279.01001,278.079987,278.899994,51966800,274.820709
"132",2018-07-11,277.149994,278.040009,276.519989,276.859985,77054700,272.810577
"133",2018-07-12,278.279999,279.429993,277.600006,279.369995,60124700,275.283844
"134",2018-07-13,279.170013,279.929993,278.660004,279.589996,48216000,275.500641
"135",2018-07-16,279.640015,279.799988,278.839996,279.339996,48201000,275.254272
"136",2018-07-17,278.470001,280.910004,278.410004,280.470001,52315500,276.367798
"137",2018-07-18,280.559998,281.179993,280.059998,281.059998,44593500,276.949158
"138",2018-07-19,280.309998,280.73999,279.459991,280,61412100,275.904663
"139",2018-07-20,279.769989,280.480011,279.5,279.679993,82337700,275.589325
"140",2018-07-23,279.450012,280.429993,279.059998,280.200012,47047600,276.101715
"141",2018-07-24,281.790009,282.559998,280.630005,281.609985,68026900,277.491089
"142",2018-07-25,281.329987,284.369995,281.279999,284.01001,78882900,279.855988
"143",2018-07-26,283.200012,284.109985,283.089996,283.339996,57919500,279.195801
"144",2018-07-27,283.709991,283.820007,280.380005,281.420013,76768700,277.303894
"145",2018-07-30,281.51001,281.690002,279.359985,279.950012,63742500,275.855408
"146",2018-07-31,280.809998,282.019989,280.380005,281.329987,68570500,277.215149
"147",2018-08-01,281.559998,282.130005,280.130005,280.859985,53853300,276.752045
"148",2018-08-02,279.390015,282.579987,279.160004,282.390015,63426400,278.259735
"149",2018-08-03,282.529999,283.660004,282.329987,283.600006,53935400,279.451996
"150",2018-08-06,283.640015,284.98999,283.200012,284.640015,39400900,280.476776
"151",2018-08-07,285.390015,286.01001,285.23999,285.579987,43196600,281.403015
"152",2018-08-08,285.390015,285.910004,284.940002,285.459991,42114600,281.28476
"153",2018-08-09,285.529999,285.970001,284.920013,285.070007,35652400,280.900482
"154",2018-08-10,283.450012,284.059998,282.359985,283.160004,77076000,279.018433
"155",2018-08-13,283.470001,284.160004,281.769989,282.100006,65686900,277.973938
"156",2018-08-14,282.920013,284.170013,282.480011,283.899994,43842000,279.747589
"157",2018-08-15,282.380005,282.540009,280.160004,281.779999,102925400,277.6586
"158",2018-08-16,283.399994,285.040009,283.359985,284.059998,69967900,279.905273
"159",2018-08-17,283.829987,285.559998,283.369995,285.059998,65618500,280.890656
"160",2018-08-20,285.570007,285.970001,285.059998,285.670013,39807500,281.49173
"161",2018-08-21,286.25,287.309998,285.709991,286.339996,67272000,282.151917
"162",2018-08-22,285.880005,286.76001,285.579987,286.170013,44993300,281.984406
"163",2018-08-23,285.970001,286.940002,285.429993,285.790009,49204900,281.609985
"164",2018-08-24,286.440002,287.670013,286.380005,287.51001,57487400,283.304779
"165",2018-08-27,288.859985,289.899994,288.679993,289.779999,57072400,285.541626
"166",2018-08-28,290.299988,290.420013,289.399994,289.920013,46943500,285.679565
"167",2018-08-29,290.160004,291.73999,289.890015,291.480011,61485500,287.216736
"168",2018-08-30,290.940002,291.359985,289.630005,290.299988,61229500,286.053986
"169",2018-08-31,289.839996,290.809998,289.290009,290.309998,66140800,286.063843
"170",2018-09-04,289.839996,290.209991,288.679993,289.809998,57594400,285.571136
"171",2018-09-05,289.410004,289.640015,287.890015,289.029999,72452400,284.802551
"172",2018-09-06,289.149994,289.48999,287,288.160004,65909900,283.945313
"173",2018-09-07,286.980011,288.700012,286.709991,287.600006,73524800,283.393494
"174",2018-09-10,288.73999,289.040009,287.880005,288.100006,50210900,283.886169
"175",2018-09-11,287.369995,289.549988,286.980011,289.049988,50530500,284.822235
"176",2018-09-12,289.059998,289.799988,288.230011,289.119995,59810800,284.891235
"177",2018-09-13,290.320007,291.040009,290,290.829987,51034200,286.576233
"178",2018-09-14,291.059998,291.269989,290,290.880005,55079900,286.625488
"179",2018-09-17,290.820007,290.859985,289.029999,289.339996,68244000,285.108002
"180",2018-09-18,289.579987,291.579987,289.549988,290.910004,61930400,286.65509
"181",2018-09-19,290.970001,291.690002,290.829987,291.220001,49080600,286.960541
"182",2018-09-20,292.640015,293.940002,291.23999,293.579987,100360600,289.286011
"183",2018-09-21,293.089996,293.220001,291.809998,291.98999,105479700,289.021698
"184",2018-09-24,291.339996,291.5,290.369995,291.019989,53409600,288.061584
"185",2018-09-25,291.529999,291.649994,290.480011,290.75,44370000,287.794312
"186",2018-09-26,290.910004,292.23999,289.410004,289.880005,79739700,286.933197
"187",2018-09-27,290.410004,291.910004,290.100006,290.690002,59249500,287.734924
"188",2018-09-28,289.98999,291.279999,289.950012,290.720001,70091400,287.764648
"189",2018-10-01,292.109985,292.929993,290.980011,291.730011,62078900,288.764374
"190",2018-10-02,291.559998,292.359985,291.140015,291.559998,47258200,288.5961
"191",2018-10-03,292.73999,293.209991,291.320007,291.720001,64694600,288.754486
"192",2018-10-04,291.179993,291.23999,287.660004,289.440002,111545900,286.49765
"193",2018-10-05,289.690002,290.269989,286.220001,287.820007,105951700,284.894104
"194",2018-10-08,287.049988,288.220001,285.5,287.820007,87742200,284.894104
"195",2018-10-09,287.390015,288.859985,286.769989,287.399994,74339000,284.478363
"196",2018-10-10,286.829987,286.910004,277.880005,278.299988,214731000,275.470886
"197",2018-10-11,277.079987,278.899994,270.359985,272.170013,274840500,269.403229
"198",2018-10-12,276.769989,277.089996,272.369995,275.950012,183186500,273.144806
"199",2018-10-15,275.549988,277.040009,274.299988,274.399994,102263700,271.610535
"200",2018-10-16,276.600006,280.820007,276.070007,280.399994,118255800,277.54953
"201",2018-10-17,280.440002,281.149994,277.559998,280.450012,110626000,277.59906
"202",2018-10-18,279.399994,280.070007,274.970001,276.399994,134557500,273.59021
"203",2018-10-19,277.130005,279.299988,275.470001,276.25,139901600,273.441742
"204",2018-10-22,277,277.359985,274.410004,275.01001,82415800,272.214325
"205",2018-10-23,270.950012,274.869995,268.609985,273.609985,146352700,270.828552
"206",2018-10-24,273.329987,273.76001,264.700012,265.320007,177806700,262.622864
"207",2018-10-25,267.380005,271.809998,266.230011,270.079987,138061500,267.334442
"208",2018-10-26,265.920013,271,262.290009,265.329987,201574600,262.632721
"209",2018-10-29,268.799988,270.25,259.850006,263.859985,160749100,261.177673
"210",2018-10-30,263.670013,268.119995,263.119995,267.769989,157116000,265.047943
"211",2018-10-31,270.649994,273.230011,270.119995,270.630005,128296300,267.878876
"212",2018-11-01,271.600006,273.730011,270.380005,273.51001,99495000,270.729584
"213",2018-11-02,274.75,275.230011,269.589996,271.890015,122634100,269.126068
"214",2018-11-05,272.440002,274.01001,271.350006,273.390015,65622500,270.61084
"215",2018-11-06,273.320007,275.299988,273.25,275.119995,60085900,272.323212
"216",2018-11-07,277.559998,281.100006,277.079987,281.01001,102752100,278.153351
"217",2018-11-08,280.109985,281.220001,279.220001,280.5,65584900,277.648529
"218",2018-11-09,279.029999,279.23999,276.179993,277.76001,98812600,274.936371
"219",2018-11-12,277.190002,277.459991,271.98999,272.570007,99673600,269.799164
"220",2018-11-13,273.089996,275.329987,271.25,272.059998,98176600,269.294342
"221",2018-11-14,274.160004,274.609985,268.450012,270.200012,125335900,267.453247
"222",2018-11-15,268.779999,273.540009,267.01001,273.019989,135101400,270.244537
"223",2018-11-16,271.790009,274.75,271.209991,273.730011,126668000,270.947357
"224",2018-11-19,273.049988,273.380005,268.070007,269.100006,103061700,266.364441
"225",2018-11-20,265.359985,267,263.149994,264.119995,136021300,261.435028
"226",2018-11-21,265.859985,267.149994,265.01001,265.019989,75563700,262.325867
"227",2018-11-23,263.179993,264.820007,263.070007,263.25,42807900,260.573883
"228",2018-11-26,265.779999,267.75,265.339996,267.5,79981400,264.78067
"229",2018-11-27,266.339996,268.399994,265.660004,268.399994,75502400,265.671539
"230",2018-11-28,269.600006,274.579987,268.329987,274.579987,127629600,271.788696
"231",2018-11-29,273.709991,275.549988,272.429993,273.980011,82346400,271.194794
"232",2018-11-30,273.809998,276.279999,273.450012,275.649994,98204200,272.847839
"233",2018-12-03,280.279999,280.399994,277.51001,279.299988,103176300,276.460693
"234",2018-12-04,278.369995,278.850006,269.899994,270.25,177986000,267.502716
"235",2018-12-06,265.920013,269.970001,262.440002,269.839996,204185400,267.096893
"236",2018-12-07,269.459991,271.220001,262.630005,263.570007,161018900,260.890656
"237",2018-12-10,263.369995,265.160004,258.619995,264.070007,151445900,261.385559
"238",2018-12-11,267.660004,267.869995,262.480011,264.130005,121504400,261.444946
"239",2018-12-12,267.470001,269,265.369995,265.459991,97976700,262.761414
"240",2018-12-13,266.519989,267.48999,264.119995,265.369995,96662700,262.672302
"241",2018-12-14,262.959991,264.029999,259.850006,260.470001,116961100,257.822144
"242",2018-12-17,259.399994,260.649994,253.529999,255.360001,165492300,252.764099
"243",2018-12-18,257.200012,257.950012,253.279999,255.080002,134515100,252.486938
"244",2018-12-19,255.169998,259.399994,249.350006,251.259995,214992800,248.705765
"245",2018-12-20,249.860001,251.619995,244.649994,247.169998,252053400,244.657349
"246",2018-12-21,246.740005,249.710007,239.979996,240.699997,255345600,239.644424
"247",2018-12-24,239.039993,240.839996,234.270004,234.339996,147311600,233.312317
"248",2018-12-26,235.970001,246.179993,233.759995,246.179993,218485400,245.100388
"249",2018-12-27,242.570007,248.289993,238.960007,248.070007,186267300,246.982117
"250",2018-12-28,249.580002,251.399994,246.449997,247.75,153100200,246.663513
